template,proportion
The [X] became the European [Y],3
The [X] recalled the explosion that [Y],3
The [X] intervened that [Y],3
The [X] said and [Y],3
The [X] was later [Y],3
The [X] made a attempt that [Y],3
The [X] set the record that [Y],3
The [X] noted in interview that [Y],3
The [X] put a curse that [Y],3
The [X] took the title that [Y],3
The [X] opposed what [Y],3
The [X] was satisfied that [Y],3
The [X] denied rumors that [Y],3
The [X] spent the year that [Y],3
The [X] was the president until [Y],3
The [X] was head [Y],3
The [X] wrote a that that [Y],3
The [X] received criticism [Y],3
The [X] claimed in interviews that [Y],3
The [X] released an album that [Y],3
The [X] said in years that [Y],3
The [X] gave interviews that [Y],3
The [X] had difficulty as [Y],3
The [X] held a meeting that [Y],3
The [X] testified him that [Y],3
The [X] appeared which [Y],3
The [X] stated on Show that [Y],3
The [X] published a description that [Y],3
The [X] formed a group that [Y],3
The [X] pioneered the use that [Y],3
The [X] calculated that [Y],3
The [X] had the ability that [Y],3
The [X] flawed the experiment that [Y],3
The [X] studied at University that [Y],3
The [X] sent envoys [Y],3
The [X] described him though [Y],3
The [X] made visits [Y],3
The [X] took the name that [Y],3
The [X] had a background that [Y],3
The [X] was the son although [Y],3
The [X] made an visit that [Y],3
The [X] responded to accusations that [Y],3
The [X] held consistories [Y],3
The [X] was notable [Y],3
The [X] was a songwriter and [Y],3
The [X] signed a treaty that [Y],3
The [X] was a Republican and [Y],3
The [X] was unsuccessful but [Y],3
The [X] attended the meeting that [Y],3
The [X] won the Prize that [Y],3
The [X] wondered that [Y],3
The [X] was a Fellow and [Y],3
The [X] was the one [Y],3
The [X] divorced and [Y],3
The [X] acted as [Y],3
The [X] acknowledged this [Y],3
The [X] noticed that [Y],3
The [X] was a person and [Y],3
The [X] was responsible as [Y],3
The [X] established a relationship that [Y],3
The [X] wrote the draft that [Y],3
The [X] ordered the construction that [Y],3
The [X] became the member [Y],3
The [X] became interested that [Y],3
The [X] granted the title that [Y],3
The [X] was chairman and [Y],3
The [X] performed a dance that [Y],3
The [X] was a writer and [Y],3
The [X] was hesitant but [Y],3
The [X] became king but [Y],3
The [X] published the poem that [Y],3
The [X] lived in City that [Y],3
The [X] was six [Y],3
The [X] made a deal that [Y],3
The [X] was the leader [Y],3
The [X] was unable but [Y],3
The [X] had a record that [Y],3
The [X] was unable after [Y],3
The [X] had the number that [Y],3
The [X] cried that [Y],3
The [X] was years and [Y],3
The [X] became ill that [Y],3
The [X] supported the war that [Y],3
The [X] wrote a series that [Y],3
The [X] assured the crowd that [Y],3
The [X] wrote the that that [Y],3
The [X] had a concubine that [Y],3
The [X] survived but [Y],3
The [X] had children [Y],3
The [X] was embarrassed that [Y],3
The [X] offered the chance that [Y],3
The [X] led the league that [Y],3
The [X] declined and [Y],3
The [X] went the him that [Y],3
The [X] won a medal that [Y],3
The [X] told Radio that [Y],3
The [X] lived a that that [Y],3
The [X] arrived him that [Y],3
The [X] ended that [Y],3
The [X] was in habit that [Y],3
The [X] identified what [Y],3
The [X] travelled to Washington that [Y],3
The [X] made contributions and [Y],3
The [X] spent months [Y],3
The [X] was the candidate and [Y],3
The [X] gained a reputation that [Y],3
The [X] had a number that [Y],3
The [X] was a supporter because [Y],3
The [X] moved to England that [Y],3
The [X] returned to Castle that [Y],3
The [X] predicted that [Y],3
The [X] was afraid because [Y],3
The [X] tweeted that [Y],3
The [X] was the founder [Y],3
The [X] wrote an editorial that [Y],3
The [X] made no secret that [Y],3
The [X] used it and [Y],3
The [X] took pains that [Y],3
The [X] refused the part that [Y],3
The [X] entered that [Y],3
The [X] took residence [Y],3
The [X] told Sharpless that [Y],3
The [X] invited him [Y],3
The [X] was known and [Y],3
The [X] opined that [Y],3
The [X] accepted a role that [Y],3
The [X] visited the city that [Y],3
The [X] died on March that [Y],3
The [X] reminded him that [Y],3
The [X] came the which that [Y],3
The [X] had difficulty [Y],3
The [X] was owner and [Y],3
The [X] returned which [Y],3
The [X] was the ship [Y],3
The [X] won the election that [Y],3
The [X] was appalled [Y],3
The [X] won most and [Y],3
The [X] stated the that that [Y],3
The [X] took a role that [Y],3
The [X] expressed interest [Y],3
The [X] commanded the Army that [Y],3
The [X] leaved Paris and [Y],3
The [X] gave a performance that [Y],3
The [X] made the transition that [Y],3
The [X] was part [Y],3
The [X] appeared on stage that [Y],3
The [X] won the prize that [Y],3
The [X] called him [Y],3
The [X] reasoned that [Y],3
The [X] was the choice but [Y],3
The [X] went to City that [Y],3
The [X] won the seat that [Y],3
The [X] was the time [Y],3
The [X] announced on February that [Y],3
The [X] made news [Y],3
The [X] had a passion that [Y],3
The [X] appeared for time that [Y],3
The [X] came and [Y],3
The [X] was a child and [Y],3
The [X] spent most [Y],3
The [X] became frustrated [Y],3
The [X] lasted as [Y],3
The [X] remained in Paris that [Y],3
The [X] succeeded to throne that [Y],3
The [X] said And [Y],3
The [X] was fluent and [Y],3
The [X] held the title that [Y],3
The [X] introduced what [Y],3
The [X] returned to screen that [Y],3
The [X] presented a paper that [Y],3
The [X] led the opposition that [Y],3
The [X] suffered a injury that [Y],3
The [X] moved to Italy that [Y],3
The [X] became king and [Y],3
The [X] gave a conference that [Y],3
The [X] called a meeting that [Y],3
The [X] wished that [Y],3
The [X] loved the music that [Y],3
The [X] mentioned in interview that [Y],3
The [X] began a career that [Y],3
The [X] pointed what [Y],3
The [X] was the which that [Y],3
The [X] went to Germany that [Y],3
The [X] waited as [Y],3
The [X] reached the semifinals that [Y],3
The [X] was critical that [Y],3
The [X] was a regular [Y],3
The [X] grew the School that [Y],3
The [X] told police that [Y],3
The [X] assured that [Y],3
The [X] was a whom that [Y],3
The [X] moved the family that [Y],3
The [X] moved to Kingdom that [Y],3
The [X] moved into house that [Y],3
The [X] swore that [Y],3
The [X] died of pneumonia that [Y],3
The [X] called the police that [Y],3
The [X] returned to music that [Y],3
The [X] made comments that [Y],3
The [X] took a break that [Y],3
The [X] became leader [Y],3
The [X] reported for duty that [Y],3
The [X] gave support [Y],3
The [X] resolved that [Y],3
The [X] wept that [Y],3
The [X] drew attention [Y],3
The [X] remained active and [Y],3
The [X] asked who [Y],3
The [X] was subject [Y],3
The [X] suited him and [Y],3
The [X] was the man [Y],3
The [X] was under impression that [Y],3
The [X] was Jewish and [Y],3
The [X] attended a ceremony that [Y],3
The [X] began the piano that [Y],3
The [X] had no difficulty that [Y],3
The [X] took charge and [Y],3
The [X] appeared on Show that [Y],3
The [X] spent the months that [Y],3
The [X] transferred to College that [Y],3
The [X] underwent surgery and [Y],3
The [X] came with idea that [Y],3
The [X] fled that [Y],3
The [X] refused the request that [Y],3
The [X] had a girlfriend that [Y],3
The [X] led him [Y],3
The [X] worked that [Y],3
The [X] had and [Y],3
The [X] was ready and [Y],3
The [X] was willing [Y],3
The [X] had a wife that [Y],3
The [X] made a comeback that [Y],3
The [X] signed the contract that [Y],3
The [X] was a graduate [Y],3
The [X] revealed to her that [Y],3
The [X] placed a tynged that [Y],3
The [X] received an doctorate that [Y],3
The [X] was an member and [Y],3
The [X] began at age that [Y],3
The [X] built a sawmill that [Y],3
The [X] began boxing [Y],3
The [X] was director and [Y],3
The [X] owned the land that [Y],3
The [X] ran that [Y],3
The [X] was the protagonist [Y],3
The [X] contributed to field that [Y],2
The [X] began an affair that [Y],2
The [X] listed Admetus that [Y],2
The [X] had a start that [Y],2
The [X] won both tournaments that [Y],2
The [X] had an experience that [Y],2
The [X] asked McDivitt if [Y],2
The [X] rejected the theory that [Y],2
The [X] made a promise that [Y],2
The [X] was young and [Y],2
The [X] visited a store that [Y],2
The [X] invited them [Y],2
The [X] used the techniques that [Y],2
The [X] turned the which that [Y],2
The [X] spent much and [Y],2
The [X] made a tour that [Y],2
The [X] wrote an review that [Y],2
The [X] drew on landscapes that [Y],2
The [X] wrote poetry and [Y],2
The [X] had trouble and [Y],2
The [X] was real as [Y],2
The [X] wrote a piece that [Y],2
The [X] disagreed with this that [Y],2
The [X] told the guests that [Y],2
The [X] told Presse that [Y],2
The [X] decreed that [Y],2
The [X] settled the dispute that [Y],2
The [X] entered into relationship that [Y],2
The [X] had ideas [Y],2
The [X] took issue [Y],2
The [X] worked at Laboratory that [Y],2
The [X] was 39 [Y],2
The [X] waged a war that [Y],2
The [X] was unique [Y],2
The [X] lost the support that [Y],2
The [X] threatened that [Y],2
The [X] opposed the idea that [Y],2
The [X] wrote a handful that [Y],2
The [X] received treatment [Y],2
The [X] committed suicide [Y],2
The [X] was on trip that [Y],2
The [X] held a opinion that [Y],2
The [X] assumed the presidency that [Y],2
The [X] claimed a number that [Y],2
The [X] disagreed a void that [Y],2
The [X] was certain [Y],2
The [X] issued the Manifesto that [Y],2
The [X] handed him and [Y],2
The [X] wrote a work that [Y],2
The [X] took a leave that [Y],2
The [X] wrote works and [Y],2
The [X] ran for President that [Y],2
The [X] was enamored that [Y],2
The [X] studied philosophy and [Y],2
The [X] worked an which that [Y],2
The [X] spent a time that [Y],2
The [X] served a term that [Y],2
The [X] rented a room that [Y],2
The [X] asked Webb if [Y],2
The [X] concluded likely that [Y],2
The [X] argued the that that [Y],2
The [X] taught philosophy [Y],2
The [X] was the student but [Y],2
The [X] became a preacher and [Y],2
The [X] suggested the which that [Y],2
The [X] was the force and [Y],2
The [X] announced the album that [Y],2
The [X] acquired the team that [Y],2
The [X] drew criticism because [Y],2
The [X] was 19 and [Y],2
The [X] was fond and [Y],2
The [X] described the battles that [Y],2
The [X] said whether [Y],2
The [X] was successful but [Y],2
The [X] attended school until [Y],2
The [X] went to Strasbourg that [Y],2
The [X] had access but [Y],2
The [X] expressed reservations that [Y],2
The [X] was an admirer and [Y],2
The [X] was the pilot but [Y],2
The [X] asserted the what that [Y],2
The [X] learnt of this that [Y],2
The [X] was a student but [Y],2
The [X] moved to Montreal that [Y],2
The [X] made a couple that [Y],2
The [X] was the brother [Y],2
The [X] saw service [Y],2
The [X] was the problem [Y],2
The [X] suffered from delusion that [Y],2
The [X] appeared in Court that [Y],2
The [X] came of age that [Y],2
The [X] said for years that [Y],2
The [X] gathered a group that [Y],2
The [X] reinforced these ideas that [Y],2
The [X] arrived on scene that [Y],2
The [X] was short [Y],2
The [X] said the group that [Y],2
The [X] found work [Y],2
The [X] was the chair and [Y],2
The [X] continued until [Y],2
The [X] made an agreement that [Y],2
The [X] told the officer that [Y],2
The [X] acquired a reputation that [Y],2
The [X] was grateful [Y],2
The [X] arrived in States that [Y],2
The [X] performed a concert that [Y],2
The [X] told The Magazine that [Y],2
The [X] won a Scholarship that [Y],2
The [X] received an offer that [Y],2
The [X] criticized the way that [Y],2
The [X] was in York that [Y],2
The [X] became leader and [Y],2
The [X] visited Tortola that [Y],2
The [X] told Stone that [Y],2
The [X] became the second [Y],2
The [X] played the banjo that [Y],2
The [X] was an enthusiast and [Y],2
The [X] went but [Y],2
The [X] was ruthless [Y],2
The [X] had respect [Y],2
The [X] convinced him that [Y],2
The [X] wanted the power that [Y],2
The [X] sent word [Y],2
The [X] made the distinctions that [Y],2
The [X] became a hero [Y],2
The [X] was a figure as [Y],2
The [X] was a member that [Y],2
The [X] worked until [Y],2
The [X] said at point that [Y],2
The [X] wrote a preface that [Y],2
The [X] was a practitioner [Y],2
The [X] made a breakthrough that [Y],2
The [X] was a activist and [Y],2
The [X] claimed at age that [Y],2
The [X] attended the Congress that [Y],2
The [X] wrote a pamphlet that [Y],2
The [X] became the pitcher and [Y],2
The [X] got to start that [Y],2
The [X] died in January that [Y],2
The [X] went to Hollywood that [Y],2
The [X] asked Taylor if [Y],2
The [X] concluded unfit that [Y],2
The [X] invaded Egypt but [Y],2
The [X] discovered the truth that [Y],2
The [X] became a member although [Y],2
The [X] found the wives that [Y],2
The [X] was the father [Y],2
The [X] was a father and [Y],2
The [X] acquired her and [Y],2
The [X] became chairman [Y],2
The [X] was the manager as [Y],2
The [X] broke record [Y],2
The [X] lived in Germany that [Y],2
The [X] sent a paper that [Y],2
The [X] desired a statement that [Y],2
The [X] opened a store that [Y],2
The [X] remained with band that [Y],2
The [X] disagreed with policy that [Y],2
The [X] attended the march that [Y],2
The [X] issued an encyclical that [Y],2
The [X] changed sides and [Y],2
The [X] won the Open that [Y],2
The [X] noticed as [Y],2
The [X] planned a version that [Y],2
The [X] returned to competition that [Y],2
The [X] hosted a series that [Y],2
The [X] thought because [Y],2
The [X] was editor until [Y],2
The [X] scaped to Spain that [Y],2
The [X] survived as [Y],2
The [X] took exception that [Y],2
The [X] drew people and [Y],2
The [X] performed a song that [Y],2
The [X] was a proponent but [Y],2
The [X] suffered health and [Y],2
The [X] appeared in commercials that [Y],2
The [X] was reluctant until [Y],2
The [X] was an member [Y],2
The [X] gave accounts [Y],2
The [X] secured a role that [Y],2
The [X] kept him [Y],2
The [X] based the outline that [Y],2
The [X] was similar but [Y],2
The [X] was opposed because [Y],2
The [X] proposed a theory that [Y],2
The [X] stepped the which that [Y],2
The [X] used the money that [Y],2
The [X] considered the which that [Y],2
